originating_system_id,dc:title,dcterms:alternative,dc:relation,compoundrelationship,group_id,collection_id,dc:type,mms_id,file_name_1,dc:identifier,dcterms:identifier.dcterms:URI,dc:creator,dc:contributor,dcterms:tableOfContents,dc:subject,dcterms:subject.dcterms:LCSH,dc:description,dcterms:provenance,dcterms:bibliographicCitation,dcterms:abstract,dcterms:publisher,dc:date,dcterms:created,dcterms:issued,dcterms:dateSubmitted,dcterms:dateAccepted,dc:format,dcterms:extent,dcterms:medium,dcterms:format.dcterms:IMT,dcterms:type.dcterms:DCMIType,dc:language,dcterms:isPartOf,dc:coverage,dcterms:spatial,dcterms:spatial.dcterms:Point,dcterms:temporal,dc:rights,dc:source,bib custom field,rep_label,rep_public_note,rep_access_rights,rep_usage_type,rep_library,rep_note,rep_custom field,file_label_1,file_name_2,file_label_2,googlesheetsource,dginfo,oldalttitle
grinnell:19965,"Students and New Sign, 2004",,,,,,image,991011588278504641,,grinnell:19965,,,,,Students | Campus,,Students pose next to the new Grinnell College sign. The two students on the far left might be members of the class of 2008.,Office of Communications,,,,2004,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20169,College Choir,,,,,,image,991011588532104641,,grinnell:20169,,,,,Students | Music | Choir,,"Top row/left to right: unknown, Paul Legen, Dun Ehulich '14, Professor Ramsey, Aaron Barker, and unknown. Second row/left to right: Erik Jarvis, Max Herzberg , unknown, Phil Sletten, Sam '11 [unknown last name] Third row/left to right: Laura Lockwood , unknown, Mark Mercier '11, unknown, and Anne Damtoft '12?. Fourth row/left to right: unknown, Ben Tape, Desaun Peters, Tayler Chicoihe, unknown. Fifth row/left to right: Kathleen Murphy Geiss, Kayle [last name unknown], Katie In, unknown, and Deborah Burice. Sixth row/left to right:Kathryn Walder '12, Ayla '13 [last name unknown], Becca Pred-Sosa, Sarah Goff, Iris Youhg '13, unknown. Bottom row/left to right: Miltan Garcia, unknown, unknown, Jackie Ernst, Sophie Fajardo '12, and Joe Veneziano of the College Choir.",Office of Communications,,,,,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20170,"Commencement, 2010, Photograph 1 ",,"Commencement, 2010",,,,image,991011588531804641,,grinnell:20170,,,,,Commencement | Graduation | Students,,Students posing for a photograph at the 2010 Commencement. Lyda Robb (Right).,Office of Communications,,,,,2010-05-24,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20171,"Commencement, 2010, Photograph 2",,"Commencement, 2010",,,,image,991011588531104641,,grinnell:20171,,,,,Commencement | Graduation | Students,,Two students posing for a photo at the 2010 Commencement.,Office of Communications,,,,,2010-05-24,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20173,"Commencement, 2010, Photograph 4",,"Commencement, 2010",,,,image,991011588529804641,,grinnell:20173,,,,,Commencement | Graduation | Students,,"Three students pose for a photo at the 2010 Commencement. Left to right: Curtis McCoy, Mike Dyle, Unknown.",Office of Communications,,,,,2010-05-24,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20175,"GC Sustainability Class, 2010, Photograph 2",,,,,,image,991011588528604641,,grinnell:20175,,,,,Academics | Classroom | Sustainability,,Grinnell College Sustainability Class in 2010. Taught by Professor Jon Andelson. Maddie Hart-Anderson (Left).,Office of Communications,,,,2010,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20181,"Theatre 2009-2010, Photograph 1 ",,,,,,image,991011588524704641,,grinnell:20181,,,,,Students | Theatre,,Students performing in a play about Galileo. Eamon Anderson (left) and Ben Finkelstein (Right).,Office of Communications,,,,2009-2010,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23576,"Commencement, 2008, Photograph 5",,,,,,image,991011588521304641,,grinnell:23576,,,,,Commencement,,Andrew Polta at the 2008 Commencement. ,Office of Communications,,,,,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26855,Noyce Building Dedication,,,,,,image,991011588486104641,,grinnell:26855,,Fandel?,,,Noyce Science Center | Students,,Students perform at dedication of Noyce Science Center.,Office of Communications,,,,2008,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26866,"Students on Campus, Photograph 2",,,,,,image,991011588485204641,,grinnell:26866,,,,,Student Life | Campus,,Students walking on campus on a snowy day.,Office of Communications,,,,2008,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:29688,"Medallion Ceremony, 2007, Photograph 1 ",,,,,,image,991011588497404641,,grinnell:29688,,Sarah Delong,,,New Student Days | Medallion Ceremony,,"The 2007 Medallion Ceremony. Left to right: Yoji Konno, class of 2009 ; Unknown; Kim Gilbert (Library Assistant), class of 1982.",Office of Communications,,,,2007,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34431,Grinnell College Basketball Teams,,,,,,image,991011589540004641,,grinnell:34431,,,,,Athletics | Basketball | The Bear,,"Men's and women's basketball teams in the Bear Athletic Center. Second to left in the front row is Jack Taylor, class of 2013.",Office of Communications,,,,2011,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34445,"Women's Softball Team, 2011",,,,,,image,991011589538704641,,grinnell:34445,,,,,Athletics | Softball,,"Women's Softball team posing with their coach. Front row, left to right: Christina Colver '13, Jessica Menary '13.",Office of Communications,,,,2011,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34536,"Holi Celebration, 2008, Photograph 4",,,,,,image,991011589525904641,,grinnell:34536,,,,,Campus | Holidays | Holi | Student Life,,Three students celebrate Holi. Mrinalini Watsa on the left.,Office of Communications,,,,2008,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35172,"Challah Workshop, 2009, Photograph 1 ",,,,,,image,991011589633804641,,grinnell:35172,,,,,Chalutzim | Student Groups | Jewish | Student Life,,"Challah bread making workshop. Left to right: Kate Randall, class of 2008; unknown; Sophie; Vicki Foss, class of 2008.",Office of Communications,,,,2009,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35176,"Students, Photograph 2",,,,,,image,991011589632104641,,grinnell:35176,,,,,Students | Student Life,,"A group of students pose for a photo. Left to right: Ebony Jacobs, class of 2009; Daria Slick (Staff), Tiffany Au.",Office of Communications,,,,2009,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35194,Chinese Opera,,,,,,image,991011589624404641,,grinnell:35194,,,,,Students | Opera | Theatre,,Students with makeup done for the Chinese Opera. Ben Finkelstein (top left).,Office of Communications,,,,2008,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35195,"Holi Celebration, 2012 [008]",,,,,,image,991011589623904641,grinnell35195.jpg,grinnell:35195,,,,,Student Life | Holi | Holidays,,"Students celebrate Holi. The student being held up by the others is Harpreet Singh, class of 2012.",Office of Communications,,,,2012,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35196,"ISO Cultural Evening, 2012, Photograph 1",,,,,,image,991011589623404641,grinnell35196.jpg,grinnell:35196,,,,,ISO | Student Life ,,"ISO Cultural Evening. Left to Right: Unknown; Unknown; Unknown; Evan Paul, class of 2012; Unknown.",Office of Communications,,,,2012,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35198,"ISO Cultural Evening, 2012, Photograph 2",,,,,,image,991011589622704641,grinnell35198.jpg,grinnell:35198,,,,,ISO | Student Life ,,ISO Cultural Evening. ,Office of Communications,,,,2012,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5693,"Spring Registration, 1971",,,,,,image,991011589506004641,grinnell_5693_OBJ.tif,grinnell:5693,,,,,Registration | Students,,Students sitting on bleachers in the gym during second semester course registration.,Office of Communications,,,,1971,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5746,"New Student Day, 1971, Photograph 2",,,,,,image,991011589489004641,grinnell_10653_OBJ.tif,grinnell:5746,,,,,New Student Days | Students,,,Office of Communications,,,,1971,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5746,"New Student Day, 1971, Photograph 3",,,,,,image,991011589489004641,grinnell_10654_OBJ.tif,grinnell:5746,,,,,New Student Days | Students,,,Office of Communications,,,,1971,,,,,photograph,1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 1",,,,,,image,991011589488204641,grinnell_10556_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 2",,,,,,image,991011589488204641,grinnell_10557_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 4",,,,,,image,991011589488204641,grinnell_10559_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 5",,,,,,image,991011589488204641,grinnell_10560_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 7",,,,,,image,991011589488204641,grinnell_10562_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 8",,,,,,image,991011589488204641,grinnell_10563_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,Students gathering in the forum. 3rd from right: Barry Huff,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 9",,,,,,image,991011589488204641,grinnell_10564_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 10",,,,,,image,991011589488204641,grinnell_10565_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,Luther Allison Blues Band playing in the forum,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 11",,,,,,image,991011589488204641,grinnell_10566_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4957,"Black Martyrs' Weekend (April 28-30, 1972), Photograph 12",,,,,,image,991011589488204641,grinnell_10567_OBJ.tif,grinnell:4957,,,,,Black Martyrs' Weekend | Black Expressions,,,Office of Communications,,,,April 1972,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20015,Badminton,,,,,,image,991011588524004641,grinnell_20015_OBJ.jpg,grinnell:20015,,,,,Athletics | Badminton,,"Students playing badminton in Darby Gym, Undated. Student on far left is Steve Mannheimer, class of 1972/",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23657,"Spring Replays, 1972-1973",,,,,,image,991011588248704641,grinnell_23657_OBJ.tif,grinnell:23657,,,,,Relays | Students,,Students at Spring Relays. Beth Russell (Left).,Office of Communications,,,,1972-1973,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5309,"Students at Table in Forum, 1973",,,,,,image,991011589513904641,grinnell_5309_OBJ.tif,grinnell:5309,,,,,Forum | Student Life,,"Students studying in the Forum. Far right Michael A. Beye, class of 1973; far left Joseph F. Wall.",Office of Communications,,,,1973,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19886,"Students, 1973",,,,,,image,991011588544404641,grinnell_19886_OBJ.jpg,grinnell:19886,,,,,Classroom | Students,,Three students at desk. Left to right: unknown; unknown; Brett Schoendelmge (sp?).,Office of Communications,,,,1973,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19867,"Folk Dancing, 1973?",,,,,,image,991011588538204641,grinnell_19867_OBJ.jpg,grinnell:19867,,,,,Folk Dancing | Students | Student Activities | Dance,,"Folk dancing. Second from right: Ellen Bouma, class of 1974; third from right Ellen Rotsker; fith from right Joan Pomatane. ",Office of Communications,,,,1973?,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:29839,"Student in the Forum, 1973",,,,,,image,991011588481204641,grinnell_29839_OBJ.tif,grinnell:29839,,"Henry, George T.",,,Studying | Forum,,"A student reads in a booth in the Forum Grill, May 3, 1973.",Office of Communications,,,,,1973-05-03,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23647,"Forum, 1974",,,,,,image,991011588249604641,grinnell_23647_OBJ.tif,grinnell:23647,,,,,Students | Forum,,Two students talk in the Forum.,Office of Communications,,,,1974,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:29838,"Student Outside Burling Library, 1974",,,,,,image,991011588481304641,grinnell_29838_OBJ..tif,grinnell:29838,,"Schultz, John F.",,,Students | Forum,,"A student sits on the balcony of Burling Library, May 3, 1974.",Office of Communications,,,,,1973-05-03,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23648,"Registration, 1974",,,,,,image,991011588249504641,grinnell_23648_OBJ.tif,grinnell:23648,,,,,Registration | Students,,Two unidentified students smile during registration.,Office of Communications,,,,1974,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23650,"Shooting Pool, 1974",,,,,,image,991011588249304641,grinnell_23650_OBJ.tif,grinnell:23650,,,,,Students | Student Life,,Joanna Chuvgin plays pool.,Office of Communications,,,,1974,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34005,"Commencement, 1975, Photograph 8",,,,,,image,991011588833904641,grinnell_34005_OBJ.tif,grinnell:34005,,,,,Students | Commencement,,"Joanna Churgin (Left) and unidentified student (Right) during 1975 Commencement. Bonnie Gildin, class of 1975, is in the background on the left.",Office of Communications,,,,1975,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34007,"Commencement, 1975, Photograph 10",,,,,,image,991011588833704641,grinnell_34007_OBJ.tif,grinnell:34007,,,,,Students | Commencement,,"Students during 1975 Commencement ceremony. Henry James, class of 1975, is second from left.",Office of Communications,,,,1975,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34008,"Commencement, 1975, Photograph 11",,,,,,image,991011588833604641,grinnell_34008_OBJ.tif,grinnell:34008,,,,,Students | Commencement,,Terry Kottman (Left) and Charlotte Cubbage (Right) during 1975 commencement.,Office of Communications,,,,1975,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34010,"Commencement, 1975, Photograph 13",,,,,,image,991011588833404641,grinnell_340010_OBJ.tif,grinnell:34010,,,,,Students | Commencement,,"Jeanne Myerson, left, and Daniel Moss, class of 1975, right, Commencement, 1975.",Office of Communications,,,,1975,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34011,"Commencement, 1975, Photograph 14",,,,,,image,991011588833304641,grinnell_34011_OBJ.tif,grinnell:34011,,,,,Students | Commencement,,"Graduates during 1975 commencement. Howie Cohen, class of 1975, (Left); Speaking with Fran Cutler (Left).",Office of Communications,,,,1975,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34012,"Commencement, 1975, Photograph 15",,,,,,image,991011588833204641,grinnell_34012_OBJ.tif,grinnell:34012,,,,,Students | Commencement,,"Graduates during 1975 commencement. Possibly Franklin Stoller, class of 1975, in front turned away from camera.",Office of Communications,,,,1975,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5872,"New Student Day, 1980, Photograph 2",,,,,,image,991011589489904641,grinnell_10705_OBJ.tif,grinnell:5872,,,,,New Student Day,,Students speaking in the bookstore. Kim Keppler (Right),Office of Communications,,,,1980,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5872,"New Student Day, 1980, Photograph 4",,,,,,image,991011589489904641,grinnell_10707_OBJ.tif,grinnell:5872,,,,,New Student Day,,,Office of Communications,,,,1980,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5873,"New Student Day, 1981, Photograph 1",,,,,,image,991011589490804641,grinnell_10708_OBJ.tif,grinnell:5873,,,,,New Student Day,,Students playing baseball on Mac Field. Foreground right: Pete Hartsinger,Office of Communications,,,,1981,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5873,"New Student Day, 1981, Photograph 3",,,,,,image,991011589490804641,grinnell_10710_OBJ.tif,grinnell:5873,,,,,New Student Day,,"Students eating on top of a loggia. from left: Unknown, Karl Dukstein, Allison Hernandez",Office of Communications,,,,1981,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:12934,"International Table, 1981",,,,,,image,991011588276104641,grinnell_12934_OBJ.tif,grinnell:12934,,,,,Students | International Students | Dining Hall| Cowles,,International students at the same table in Cowles Dining Hall. 3rd from right: Bomi Mistry. February 1981.,Office of Communications,,,,February 1981,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34374,"Student Life in Dorms, 1981, Photograph 1",,,,,,image,991011589637404641,grinnell_34374_OBJ.tif,grinnell:34374,,,,,Student Life | Dorms | Campus,,A student in their dormitory standing over their desk.,Office of Communications,,,,1981,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34376,"Student Life in Dorms, 1981, Photograph 3",,,,,,image,991011589636504641,grinnell_34376_OBJ.tif,grinnell:34376,,,,,Student Life | Dorms | Campus,,Two students spending time in a dormitory room.,Office of Communications,,,,1981,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26768,"French Class, 1982",,,,,,image,991011588844804641,grinnell_26768_OBJ.tif,grinnell:26768,,,,,Students | Classroom,,"Students in Professor Janice Berkowitz-Gross's French class, 1982. Front Row: Left to right, Karry Clark, Stepehen Chan. Girl in third row (between Karry and Stephen) is Laura Ohline, class of 1985.",Office of Communications,,,,1982,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5819,"Studying on Mac Field, 1982",,,,,,image,991011589498304641,grinnell_5819_OBJ.tif,grinnell:5819,,,,,MacEachron Field | North Campus,,"Studying under a tree on Mac Field, with North Campus dorms in background.",Office of Communications,,,,1982,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5738,"Grinnell Singers, 1983",,,,,,image,991011589613404641,grinnell_5738_OBJ.tif,grinnell:5738,,,,,Grinnell Singers,,"Grinnell Singers in Herrick Chapel. Front Row: Third from left Rich Thompson, Fifth from left James Allen. Middle right: david piston. Back Row: Third from left Chuck Platz. Fourth from left Amy Marshall. Sixth from left Karin Stein. Seventh from left Paul Firth.",Office of Communications,,,,1982,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5612,"GORP Kayaking Practice, 1983",,,,,,image,991011589511004641,grinnell_5612_OBJ.tif,grinnell:5612,,,,,GORP,,GORP kayaking practice in the pool.,Office of Communications,,,,1982,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26752,"Telethon Student Worker, 1983",,,,,,image,991011588246404641,grinnell_26752_OBJ.tif,grinnell:26752,,Jack Robertson,,,Students,,"A student talks on the phone during the Fall Telethon, November 1983.",Office of Communications,,,,November 1983,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26755,"Students at United Fund Carnival, 1983, Photograph 1",,,,,,image,991011588246104641,grinnell_26755_OBJ.tif,grinnell:26755,,Roger W. McMullin,,,Students,,"Two students sit outside at a table at the United Fund Carnival, September 24, 1983. Deanna Snyder (Left). Photograph taken by Roger W. McMullin",Office of Communications,,,,,1983-09-24,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26756,"Poetry Reading at Susan Berne Bonine Memorial Terrace, 1983",,,,,,image,991011588246004641,grinnell_26756_OBJ.tif,grinnell:26756,,Jonathan Letchinger,,,Students,,"Five students sit outside at a poetry reading on the Susan Berne Bonine Memorial Terrace, September 1983. Left to right: Jabe Horton; Paula Nixon; Ellen Weinstock, class of 1985; Cathy [last name unknown]; Amy Wold Harcourt, class of 1985. Photograph taken by Jonathan Letchinger, class of 1987.",Office of Communications,,,,1983,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34385,"Student Life on Campus, 1983, Photograph 2",,,,,,image,991011589632304641,grinnell_34385_OBJ.tif,grinnell:34385,,,,,Student Life | Campus | Bookstore,,Two students posing in front of Gates Hall wearing Grinnell College logo shirts.,Office of Communications,,,,1983,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34387,"Student in Bookstore, 1983, Photograph 3",,,,,,image,991011589631304641,grinnell_34387_OBJ.tif,grinnell:34387,,,,,Student Life | Bookstore,,Student in the Bookstore holding up a Grinnell t-shirt.,Office of Communications,,,,1983,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5579,"Burling Library Student Worker, 1983",,,,,,image,991011589512704641,grinnell_5579_OBJ.tif,grinnell:5579,,,,,Burling Library ,,Photo of a student worker at her desk in Burling Library. Undated.,Office of Communications,,,,1983,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34359,"Students Wearing Grinnell Merchandise in front of Burling, 1983",,,,,,image,991011589643904641,grinnell_34359_OBJ.tif,grinnell:34359,,,,,Student Life | Burling,,Students posing in front of Burling Library.,Office of Communications,,,,1983,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34357,"Students Wearing Grinnell Merchandise, 1983",,,,,,image,991011589644704641,grinnell_34357_OBJ.tif,grinnell:34357,,,,,Student Life | Bookstore,,"Two Students outside, Lila Kimura (Right).",Office of Communications,,,,1983,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26772,"Students at United Fund Carnival, 1983, Photograph 2",,,,,,image,991011588844404641,grinnell_26772_OBJ.tif,grinnell:26772,, Roger W. McMullin,,,Students | Campus,,Four students outside at the United Fund Carnival. From left to right: Unknown; Channy Johnston; Dannielle Walker; Randall Cochnell. Photograph taken by Roger W. McMullin.,Office of Communications,,,,,1983-09-24,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26769,"French Class, 1984",,,,,,image,991011588844704641,grinnell_26769_OBJ..tif,grinnell:26769,,,,,Students | Classroom,,"Students in Professor Janice Berkowitz-Gross's French class, 1984. From left: Anita Wripit; Rich Bohm; Jan Berkowitz-Gross; Carol Namkoong.",Office of Communications,,,,1984,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26746,"Winter Waltz, 1984",,,,,,image,991011588247004641,grinnell_26746_OBJ.tif,grinnell:26746,, Jack Robertson,,,Students | Dance,,"Students dance at Winter Waltz, December 2, 1984. Right to left: Unknown; Khulood Rahman, class of 1986. Photograph taken by Jack Robertson.",Office of Communications,,,,,1984-12-02,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26742,"Waltz, 1984, Photograph 1",,,,,,image,991011588247404641,grinnell_26742_OBJ.tif,grinnell:26742,, Jack Robertson,,,Students | Dance,,"Students at a waltz, April 1984. Right to left: Unknown; Paul Hinson, class of 1988. Photograph taken by Jack Robertson.",Office of Communications,,,,1984,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26754,"The More Casserole Band, 1984",,,,,,image,991011588246204641,grinnell_26754_OBJ.tif,grinnell:26754,, Tony Margherita,,,Students | Concerts | Relays,,"The More Casserole Band performs at halftime, Rosenbloom Field, September 8, 1984. Photograph taken by Tony Margherita.",Office of Communications,,,,,1984-09-08,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26750,"Telethon Student Workers, 1984",,,,,,image,991011588246604641,grinnell_26750_OBJ.tif,grinnell:26750,,Jack Robertson,,,Students,,"Students who worked the Telethon in the fall of 1984. Bottom Row: Second from left, Ken Jacobson, class of 1988. Middle Row: Michele Avolio, class of 1988; Unknown; Esther Yang?. Back Row: Second from right, Jen Sultz, class of 1988; Back Row: Far right, Lizanne Minerva. Photograph taken by Jack Robertson.",Office of Communications,,,,,1984-11-30,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20113,"Sculpture Class, 1984",,,,,,image,991011588258504641,grinnell_20113_OBJ.jpg,grinnell:20113,,,,,Students | Art,,Student sculpts clay head.,Office of Communications,,,,1984,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5792,"Opera Workshop, 1984",,,,,,image,991011589502204641,grinnell_5792_OBJ.tif,grinnell:5792,,,,,Opera Workshop,,Opera workshop in a classroom. Second from left ia Amy Marshall.,Office of Communications,,,,1984,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5791,"The Grinnell Singers, 1984, Photograph 2",,,,,,image,991011589502504641,grinnell_5791_OBJ.tif,grinnell:5791,,,,,Grinnell Singers,,The Grinnell Singers in Herrick Chapel. Second row: Fourth from left Lawa Pemberton. Front row: Third from left Andy Hamilton; Fith from left Donnie Cotter.,Office of Communications,,,,1984,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26770,"Classroom Scene, 1985",,,,,,image,991011588844604641,grinnell_26770_OBJ.tif,grinnell:26770,,,,,Students | Classroom,,"Possibly a student and professor, 1985.",Office of Communications,,,,1985,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:26745,"Students, 1985",,,,,,image,991011588247104641,grinnell_26745_OBJ.tif,grinnell:26745,,J. Schneidman,,,Students,,"Students dressed up, April 1985. Photograph taken by J. Schneidman, class of 1987.",Office of Communications,,,,1985,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
